date,number_of_strikes,center_point_geom
2018-05-31,36,POINT(-87.8 32.7)
2018-05-31,86,POINT(-88 32.8)
2018-05-31,33,POINT(-88.6 32.8)
2018-05-31,153,POINT(-88.5 32.8)
2018-05-31,128,POINT(-88.4 32.8)
2018-05-31,175,POINT(-88.3 32.8)
2018-05-31,145,POINT(-88.2 32.8)
2018-05-31,115,POINT(-88.1 32.8)
2018-05-31,113,POINT(-87.9 32.8)
2018-05-31,116,POINT(-87.8 32.8)
2018-05-31,31,POINT(-87.7 32.8)
2018-05-31,53,POINT(-88 32.9)
2018-05-31,50,POINT(-86 32.9)
2018-05-31,52,POINT(-88.6 32.9)
2018-05-31,308,POINT(-88.5 32.9)
2018-05-31,215,POINT(-88.4 32.9)
2018-05-31,101,POINT(-88.3 32.9)
2018-05-31,50,POINT(-88.2 32.9)
2018-05-31,57,POINT(-88.1 32.9)
2018-05-31,138,POINT(-87.9 32.9)
2018-05-31,101,POINT(-87.8 32.9)
2018-05-31,25,POINT(-87.7 32.9)
2018-05-31,50,POINT(-87.5 32.9)
2018-05-31,32,POINT(-86.1 32.9)
2018-05-31,29,POINT(-86 33.1)
2018-05-31,31,POINT(-88.4 33.1)
2018-05-31,39,POINT(-87.8 33.1)
2018-05-31,29,POINT(-87.7 33.1)
2018-05-31,32,POINT(-85.2 33.3)
2018-05-31,25,POINT(-87.3 33.4)
2018-05-31,29,POINT(-87.7 33.6)
2018-05-31,55,POINT(-87.6 33.6)
2018-05-31,99,POINT(-87.5 33.6)
2018-05-31,79,POINT(-87.4 33.6)
2018-05-31,41,POINT(-87.3 33.6)
2018-05-31,51,POINT(-87.7 33.7)
2018-05-31,103,POINT(-87.6 33.7)
2018-05-31,113,POINT(-87.5 33.7)
2018-05-31,83,POINT(-87.4 33.7)
2018-05-31,31,POINT(-101.7 36.6)
2018-05-31,41,POINT(-101.1 36.6)
2018-05-31,70,POINT(-100.9 36.6)
2018-05-31,73,POINT(-100.8 36.6)
2018-05-31,41,POINT(-100.7 36.6)
2018-05-31,42,POINT(-100.6 36.6)
2018-05-31,32,POINT(-100.3 36.6)
2018-05-31,42,POINT(-100.2 36.6)
2018-05-31,42,POINT(-100.1 36.6)
2018-05-31,67,POINT(-100 36.7)
2018-05-31,26,POINT(-99 36.7)
2018-05-31,103,POINT(-98 36.7)
2018-05-31,150,POINT(-97 36.7)
2018-05-31,54,POINT(-93 36.7)
2018-05-31,89,POINT(-92 36.7)
2018-05-31,34,POINT(-86 36.7)
2018-05-31,66,POINT(-101 36.7)
2018-05-31,105,POINT(-99.9 36.7)
2018-05-31,88,POINT(-99.8 36.7)
2018-05-31,57,POINT(-99.7 36.7)
2018-05-31,48,POINT(-99.6 36.7)
2018-05-31,38,POINT(-99.5 36.7)
2018-05-31,37,POINT(-99.4 36.7)
2018-05-31,29,POINT(-99.3 36.7)
2018-05-31,35,POINT(-99.1 36.7)
2018-05-31,33,POINT(-98.9 36.7)
2018-05-31,47,POINT(-98.8 36.7)
2018-05-31,33,POINT(-98.7 36.7)
2018-05-31,31,POINT(-98.6 36.7)
2018-05-31,36,POINT(-98.5 36.7)
2018-05-31,35,POINT(-98.4 36.7)
2018-05-31,34,POINT(-98.3 36.7)
2018-05-31,40,POINT(-98.2 36.7)
2018-05-31,90,POINT(-98.1 36.7)
2018-05-31,103,POINT(-97.9 36.7)
2018-05-31,71,POINT(-97.8 36.7)
2018-05-31,49,POINT(-97.7 36.7)
2018-05-31,62,POINT(-97.6 36.7)
2018-05-31,103,POINT(-97.5 36.7)
2018-05-31,113,POINT(-97.4 36.7)
2018-05-31,122,POINT(-97.3 36.7)
2018-05-31,122,POINT(-97.2 36.7)
2018-05-31,97,POINT(-97.1 36.7)
2018-05-31,138,POINT(-96.9 36.7)
2018-05-31,79,POINT(-96.8 36.7)
2018-05-31,76,POINT(-96.7 36.7)
2018-05-31,40,POINT(-96.6 36.7)
2018-05-31,48,POINT(-96.5 36.7)
2018-05-31,38,POINT(-96.4 36.7)
2018-05-31,25,POINT(-85.3 33.4)
2018-05-31,81,POINT(-85.2 33.4)
2018-05-31,55,POINT(-93.3 36.7)
2018-05-31,100,POINT(-93.2 36.7)
2018-05-31,67,POINT(-93.1 36.7)
2018-05-31,72,POINT(-92.9 36.7)
2018-05-31,68,POINT(-92.8 36.7)
2018-05-31,43,POINT(-92.2 36.7)
2018-05-31,58,POINT(-92.1 36.7)
2018-05-31,50,POINT(-91.9 36.7)
2018-05-31,58,POINT(-91.8 36.7)
2018-05-31,28,POINT(-86.7 36.7)
2018-05-31,32,POINT(-86.5 36.7)
2018-05-31,25,POINT(-86.4 36.7)
2018-05-31,50,POINT(-86.3 36.7)
2018-05-31,25,POINT(-86.2 36.7)
2018-05-31,28,POINT(-86.1 36.7)
2018-05-31,68,POINT(-85.9 36.7)
2018-05-31,157,POINT(-85.8 36.7)
2018-05-31,88,POINT(-85.7 36.7)
2018-05-31,23,POINT(-85.6 36.7)
2018-05-31,23,POINT(-84.5 36.7)
2018-05-31,36,POINT(-101.6 36.6)
2018-05-31,32,POINT(-101.5 36.6)
2018-05-31,33,POINT(-101.4 36.6)
2018-05-31,31,POINT(-102.5 36.7)
2018-05-31,26,POINT(-102.2 36.7)
2018-05-31,54,POINT(-101.6 36.7)
2018-05-31,58,POINT(-101.5 36.7)
2018-05-31,48,POINT(-101.4 36.7)
2018-05-31,49,POINT(-101.3 36.7)
2018-05-31,53,POINT(-101.2 36.7)
2018-05-31,81,POINT(-101.1 36.7)
2018-05-31,49,POINT(-100.9 36.7)
2018-05-31,61,POINT(-100.8 36.7)
2018-05-31,42,POINT(-100.7 36.7)
2018-05-31,31,POINT(-100.6 36.7)
2018-05-31,35,POINT(-100.5 36.7)
2018-05-31,58,POINT(-100.4 36.7)
2018-05-31,65,POINT(-100.3 36.7)
2018-05-31,56,POINT(-100.2 36.7)
2018-05-31,55,POINT(-100.1 36.7)
2018-05-31,50,POINT(-98 36.8)
2018-05-31,112,POINT(-97 36.8)
2018-05-31,83,POINT(-93 36.8)
2018-05-31,33,POINT(-92 36.8)
2018-05-31,42,POINT(-87 36.8)
2018-05-31,93,POINT(-86 36.8)
2018-05-31,36,POINT(-84 36.8)
2018-05-31,33,POINT(-96.3 36.7)
2018-05-31,44,POINT(-99.9 36.8)
2018-05-31,43,POINT(-99.8 36.8)
2018-05-31,31,POINT(-98.7 36.8)
2018-05-31,28,POINT(-98.1 36.8)
2018-05-31,83,POINT(-97.9 36.8)
2018-05-31,59,POINT(-97.8 36.8)
2018-05-31,48,POINT(-97.7 36.8)
2018-05-31,61,POINT(-97.6 36.8)
2018-05-31,92,POINT(-97.5 36.8)
2018-05-31,96,POINT(-97.4 36.8)
2018-05-31,88,POINT(-97.3 36.8)
2018-05-31,81,POINT(-97.2 36.8)
2018-05-31,87,POINT(-97.1 36.8)
2018-05-31,96,POINT(-96.9 36.8)
2018-05-31,75,POINT(-96.8 36.8)
2018-05-31,69,POINT(-96.7 36.8)
2018-05-31,42,POINT(-96.6 36.8)
2018-05-31,29,POINT(-96.2 36.8)
2018-05-31,28,POINT(-95.9 36.8)
2018-05-31,29,POINT(-93.5 36.8)
2018-05-31,99,POINT(-93.4 36.8)
2018-05-31,63,POINT(-93.3 36.8)
2018-05-31,62,POINT(-93.1 36.8)
2018-05-31,235,POINT(-92 38.2)
2018-05-31,35,POINT(-93.9 38.2)
2018-05-31,45,POINT(-92.9 38.2)
2018-05-31,58,POINT(-92.5 38.2)
2018-05-31,35,POINT(-92.4 38.2)
2018-05-31,64,POINT(-92.2 38.2)
2018-05-31,164,POINT(-92.1 38.2)
2018-05-31,131,POINT(-91.9 38.2)
2018-05-31,108,POINT(-91.8 38.2)
2018-05-31,71,POINT(-91.7 38.2)
2018-05-31,65,POINT(-101 36.8)
2018-05-31,55,POINT(-89.4 38.2)
2018-05-31,82,POINT(-89.3 38.2)
2018-05-31,39,POINT(-89.2 38.2)
2018-05-31,33,POINT(-89.1 38.2)
2018-05-31,25,POINT(-85.5 38.2)
2018-05-31,29,POINT(-85.2 38.2)
2018-05-31,26,POINT(-85.1 38.2)
2018-05-31,37,POINT(-84.9 38.2)
2018-05-31,28,POINT(-112.3 43.9)
2018-05-31,49,POINT(-109.3 46.2)
2018-05-31,25,POINT(-103 46.3)
2018-05-31,46,POINT(-109.9 46.3)
2018-05-31,39,POINT(-102.9 46.3)
2018-05-31,93,POINT(-103 46.4)
2018-05-31,23,POINT(-109.7 46.4)
2018-05-31,37,POINT(-109.6 46.4)
2018-05-31,23,POINT(-109.3 46.4)
2018-05-31,52,POINT(-108.8 46.4)
2018-05-31,39,POINT(-103.2 46.4)
2018-05-31,49,POINT(-103.1 46.4)
2018-05-31,130,POINT(-102.9 46.4)
2018-05-31,110,POINT(-102.8 46.4)
2018-05-31,57,POINT(-102.7 46.4)
2018-05-31,38,POINT(-102.6 46.4)
2018-05-31,41,POINT(-102.5 46.4)
2018-05-31,164,POINT(-103 46.5)
2018-05-31,23,POINT(-102 46.5)
2018-05-31,23,POINT(-102.7 49.4)
2018-05-31,28,POINT(-104.1 49.7)
2018-05-31,36,POINT(-103 50.1)
2018-05-31,35,POINT(-103.1 50.1)
2018-05-31,25,POINT(-103 50.2)
2018-05-31,37,POINT(-103.3 50.2)
2018-05-31,39,POINT(-103.2 50.2)
2018-05-31,44,POINT(-103.1 50.2)
2018-05-31,25,POINT(-103.5 50.3)
2018-05-31,61,POINT(-102 47)
2018-05-31,51,POINT(-102.9 47)
2018-05-31,33,POINT(-102.8 47)
2018-05-31,80,POINT(-102.7 47)
2018-05-31,102,POINT(-102.6 47)
2018-05-31,111,POINT(-102.5 47)
2018-05-31,93,POINT(-102.4 47)
2018-05-31,77,POINT(-102.3 47)
2018-05-31,114,POINT(-102.2 47)
2018-05-31,80,POINT(-102.1 47)
2018-05-31,32,POINT(-101.9 47)
2018-05-31,42,POINT(-101.8 47)
2018-05-31,31,POINT(-101.7 47)
2018-05-31,111,POINT(-83.9 33.9)
2018-05-31,46,POINT(-83.8 33.9)
2018-05-31,31,POINT(-83.6 33.9)
2018-05-31,29,POINT(-102.9 50)
2018-05-31,28,POINT(-102.8 50)
2018-05-31,23,POINT(-83.4 34.2)
2018-05-31,34,POINT(-83.9 33.8)
2018-05-31,63,POINT(-83.8 33.8)
2018-05-31,81,POINT(-83.7 33.8)
2018-05-31,52,POINT(-83.6 33.8)
2018-05-31,32,POINT(-83.5 33.8)
2018-05-31,91,POINT(-83.4 33.8)
2018-05-31,59,POINT(-84 33.9)
2018-05-31,31,POINT(-84.3 34.4)
2018-05-31,40,POINT(-83.2 34.1)
2018-05-31,26,POINT(-83.2 34.2)
2018-05-31,60,POINT(-84.4 34.3)
2018-05-31,31,POINT(-83.3 34.3)
2018-05-31,23,POINT(-79.7 34.3)
2018-05-31,52,POINT(-83 34.5)
2018-05-31,35,POINT(-83.7 34.5)
2018-05-31,120,POINT(-92.9 36.8)
2018-05-31,80,POINT(-92.8 36.8)
2018-05-31,44,POINT(-92.7 36.8)
2018-05-31,34,POINT(-91.9 36.8)
2018-05-31,71,POINT(-97.9 36.9)
2018-05-31,41,POINT(-97.8 36.9)
2018-05-31,38,POINT(-97.7 36.9)
2018-05-31,44,POINT(-87.4 36.8)
2018-05-31,131,POINT(-87.3 36.8)
2018-05-31,138,POINT(-87.2 36.8)
2018-05-31,87,POINT(-87.1 36.8)
2018-05-31,29,POINT(-86.9 36.8)
2018-05-31,58,POINT(-86.8 36.8)
2018-05-31,60,POINT(-86.7 36.8)
2018-05-31,65,POINT(-86.6 36.8)
2018-05-31,86,POINT(-86.5 36.8)
2018-05-31,49,POINT(-86.4 36.8)
2018-05-31,56,POINT(-86.3 36.8)
2018-05-31,94,POINT(-86.2 36.8)
2018-05-31,48,POINT(-86.1 36.8)
2018-05-31,122,POINT(-85.9 36.8)
2018-05-31,53,POINT(-85.8 36.8)
2018-05-31,56,POINT(-85.7 36.8)
2018-05-31,68,POINT(-85.6 36.8)
2018-05-31,34,POINT(-85.3 36.8)
2018-05-31,34,POINT(-85.2 36.8)
2018-05-31,25,POINT(-85.1 36.8)
2018-05-31,46,POINT(-84.2 36.8)
2018-05-31,23,POINT(-83.9 36.8)
2018-05-31,33,POINT(-82.5 36.8)
2018-05-31,317,POINT(-87.6 36.9)
2018-05-31,254,POINT(-87.5 36.9)
2018-05-31,305,POINT(-87.4 36.9)
2018-05-31,313,POINT(-87.3 36.9)
2018-05-31,256,POINT(-87.2 36.9)
2018-05-31,172,POINT(-87.1 36.9)
2018-05-31,37,POINT(-102.4 36.8)
2018-05-31,43,POINT(-102.2 36.8)
2018-05-31,32,POINT(-102.1 36.8)
2018-05-31,39,POINT(-101.4 36.8)
2018-05-31,70,POINT(-101.1 36.8)
2018-05-31,99,POINT(-100.9 36.8)
2018-05-31,111,POINT(-100.8 36.8)
2018-05-31,95,POINT(-100.7 36.8)
2018-05-31,64,POINT(-100.6 36.8)
2018-05-31,80,POINT(-100.5 36.8)
2018-05-31,64,POINT(-100.4 36.8)
2018-05-31,68,POINT(-100.3 36.8)
2018-05-31,74,POINT(-100.2 36.8)
2018-05-31,32,POINT(-100.1 36.8)
2018-05-31,32,POINT(-99 36.9)
2018-05-31,71,POINT(-97 36.9)
2018-05-31,31,POINT(-91 36.9)
2018-05-31,113,POINT(-87 36.9)
2018-05-31,79,POINT(-86 36.9)
2018-05-31,119,POINT(-84 36.9)
2018-05-31,50,POINT(-101 36.9)
2018-05-31,41,POINT(-99.1 36.9)
2018-05-31,26,POINT(-98.7 36.9)
2018-05-31,56,POINT(-93 38.3)
2018-05-31,131,POINT(-92 38.3)
2018-05-31,55,POINT(-97.5 36.9)
2018-05-31,82,POINT(-97.4 36.9)
2018-05-31,56,POINT(-97.3 36.9)
2018-05-31,48,POINT(-97.2 36.9)
2018-05-31,68,POINT(-97.1 36.9)
2018-05-31,73,POINT(-96.9 36.9)
2018-05-31,67,POINT(-96.8 36.9)
2018-05-31,66,POINT(-96.7 36.9)
2018-05-31,51,POINT(-96.6 36.9)
2018-05-31,31,POINT(-96.5 36.9)
2018-05-31,23,POINT(-96.4 36.9)
2018-05-31,25,POINT(-96.3 36.9)
2018-05-31,40,POINT(-91.3 36.9)
2018-05-31,34,POINT(-91.2 36.9)
2018-05-31,40,POINT(-91.1 36.9)
2018-05-31,39,POINT(-90.9 36.9)
2018-05-31,41,POINT(-90.8 36.9)
2018-05-31,32,POINT(-88.3 36.9)
2018-05-31,73,POINT(-88.2 36.9)
2018-05-31,84,POINT(-87.8 36.9)
2018-05-31,290,POINT(-87.7 36.9)
2018-05-31,29,POINT(-92.1 38.3)
2018-05-31,107,POINT(-91.9 38.3)
2018-05-31,56,POINT(-91.8 38.3)
2018-05-31,52,POINT(-91.7 38.3)
2018-05-31,102,POINT(-86.9 36.9)
2018-05-31,82,POINT(-86.8 36.9)
2018-05-31,86,POINT(-86.7 36.9)
2018-05-31,114,POINT(-86.6 36.9)
2018-05-31,73,POINT(-86.5 36.9)
2018-05-31,93,POINT(-86.4 36.9)
2018-05-31,89,POINT(-86.3 36.9)
2018-05-31,121,POINT(-86.2 36.9)
2018-05-31,134,POINT(-86.1 36.9)
2018-05-31,58,POINT(-85.9 36.9)
2018-05-31,64,POINT(-85.8 36.9)
2018-05-31,42,POINT(-85.7 36.9)
2018-05-31,39,POINT(-85.6 36.9)
2018-05-31,31,POINT(-85.5 36.9)
2018-05-31,61,POINT(-85.3 36.9)
2018-05-31,110,POINT(-85.2 36.9)
2018-05-31,73,POINT(-85.1 36.9)
2018-05-31,37,POINT(-84.4 36.9)
2018-05-31,70,POINT(-84.3 36.9)
2018-05-31,101,POINT(-84.2 36.9)
2018-05-31,65,POINT(-84.1 36.9)
2018-05-31,85,POINT(-83.9 36.9)
2018-05-31,45,POINT(-83.8 36.9)
2018-05-31,23,POINT(-79.6 38.2)
2018-05-31,26,POINT(-78.6 38.2)
2018-05-31,41,POINT(-93.4 38.3)
2018-05-31,26,POINT(-93.3 38.3)
2018-05-31,40,POINT(-93.2 38.3)
2018-05-31,74,POINT(-92.9 38.3)
2018-05-31,114,POINT(-92.8 38.3)
2018-05-31,65,POINT(-92.5 38.3)
2018-05-31,57,POINT(-92.4 38.3)
2018-05-31,31,POINT(-89 38.4)
2018-05-31,35,POINT(-91.6 38.3)
2018-05-31,38,POINT(-89.3 38.3)
2018-05-31,41,POINT(-89.2 38.3)
2018-05-31,38,POINT(-85.2 38.3)
2018-05-31,29,POINT(-93 38.4)
2018-05-31,80,POINT(-102.2 46.6)
2018-05-31,92,POINT(-102.1 46.6)
2018-05-31,62,POINT(-103.2 46.5)
2018-05-31,158,POINT(-103.1 46.5)
2018-05-31,189,POINT(-102.9 46.5)
2018-05-31,229,POINT(-102.8 46.5)
2018-05-31,226,POINT(-102.7 46.5)
2018-05-31,150,POINT(-102.6 46.5)
2018-05-31,118,POINT(-102.5 46.5)
2018-05-31,93,POINT(-102.4 46.5)
2018-05-31,73,POINT(-102.3 46.5)
2018-05-31,47,POINT(-102.2 46.5)
2018-05-31,43,POINT(-102.1 46.5)
2018-05-31,101,POINT(-103 46.6)
2018-05-31,31,POINT(-102 46.6)
2018-05-31,33,POINT(-103.2 46.6)
2018-05-31,64,POINT(-103.1 46.6)
2018-05-31,131,POINT(-102.9 46.6)
2018-05-31,94,POINT(-102.8 46.6)
2018-05-31,146,POINT(-102.7 46.6)
2018-05-31,111,POINT(-102.6 46.6)
2018-05-31,87,POINT(-102.5 46.6)
2018-05-31,80,POINT(-102.4 46.6)
2018-05-31,86,POINT(-102.3 46.6)
2018-05-31,48,POINT(-103 46.7)
2018-05-31,57,POINT(-102 46.7)
2018-05-31,36,POINT(-103.2 46.7)
2018-05-31,54,POINT(-103.1 46.7)
2018-05-31,47,POINT(-102.9 46.7)
2018-05-31,90,POINT(-102.8 46.7)
2018-05-31,105,POINT(-102.7 46.7)
2018-05-31,72,POINT(-102.6 46.7)
2018-05-31,143,POINT(-102.5 46.7)
2018-05-31,96,POINT(-102.4 46.7)
2018-05-31,60,POINT(-102.3 46.7)
2018-05-31,57,POINT(-102.2 46.7)
2018-05-31,48,POINT(-102.1 46.7)
2018-05-31,68,POINT(-103 46.8)
2018-05-31,108,POINT(-102 46.8)
2018-05-31,39,POINT(-86.9 21.1)
2018-05-31,44,POINT(-86.4 20.7)
2018-05-31,53,POINT(-86.3 20.7)
2018-05-31,31,POINT(-86.5 20.8)
2018-05-31,74,POINT(-86.8 21.1)
2018-05-31,36,POINT(-86.5 21.1)
2018-05-31,32,POINT(-86.9 21.2)
2018-05-31,45,POINT(-86.8 21.2)
2018-05-31,43,POINT(-86.7 21.2)
2018-05-31,25,POINT(-86.6 21.2)
2018-05-31,26,POINT(-86.4 21.2)
2018-05-31,39,POINT(-86.8 21.3)
2018-05-31,23,POINT(-86.7 21.3)
2018-05-31,25,POINT(-83.3 22.1)
2018-05-31,44,POINT(-83.1 34.5)
2018-05-31,40,POINT(-82.9 34.5)
2018-05-31,25,POINT(-82.8 34.5)
2018-05-31,31,POINT(-83 34.6)
2018-05-31,37,POINT(-83.8 34.6)
2018-05-31,143,POINT(-83.7 34.6)
2018-05-31,40,POINT(-83.6 34.6)
2018-05-31,23,POINT(-84.7 34.7)
2018-05-31,137,POINT(-83.8 34.7)
2018-05-31,160,POINT(-83.7 34.7)
2018-05-31,50,POINT(-83.6 34.7)
2018-05-31,36,POINT(-82.8 34.7)
2018-05-31,29,POINT(-85 34.8)
2018-05-31,47,POINT(-85.1 34.8)
2018-05-31,23,POINT(-84.9 34.8)
2018-05-31,37,POINT(-83.7 34.8)
2018-05-31,26,POINT(-83.6 34.8)
2018-05-31,23,POINT(-83.3 34.8)
2018-05-31,43,POINT(-97.4 37.1)
2018-05-31,65,POINT(-97.3 37.1)
2018-05-31,33,POINT(-97.2 37.1)
2018-05-31,31,POINT(-97.1 37.1)
2018-05-31,65,POINT(-85 34.9)
2018-05-31,31,POINT(-84 34.9)
2018-05-31,32,POINT(-83 34.9)
2018-05-31,25,POINT(-82 34.9)
2018-05-31,23,POINT(-84.4 34.9)
2018-05-31,36,POINT(-84.3 34.9)
2018-05-31,69,POINT(-87.9 37.1)
2018-05-31,118,POINT(-87.8 37.1)
2018-05-31,26,POINT(-87.7 37.1)
2018-05-31,25,POINT(-101.2 36.9)
2018-05-31,31,POINT(-101.1 36.9)
2018-05-31,48,POINT(-100.9 36.9)
2018-05-31,34,POINT(-100.8 36.9)
2018-05-31,32,POINT(-100.6 36.9)
2018-05-31,61,POINT(-100.4 36.9)
2018-05-31,26,POINT(-100.3 36.9)
2018-05-31,28,POINT(-100.2 36.9)
2018-05-31,90,POINT(-91 37.1)
2018-05-31,38,POINT(-89 37.1)
2018-05-31,34,POINT(-88 37.1)
2018-05-31,54,POINT(-87 37.1)
2018-05-31,47,POINT(-86 37.1)
2018-05-31,41,POINT(-99.5 37.1)
2018-05-31,84,POINT(-99.4 37.1)
2018-05-31,67,POINT(-99.3 37.1)
2018-05-31,43,POINT(-99.2 37.1)
2018-05-31,57,POINT(-98.9 37.1)
2018-05-31,137,POINT(-98.8 37.1)
2018-05-31,113,POINT(-98.7 37.1)
2018-05-31,81,POINT(-98.6 37.1)
2018-05-31,52,POINT(-98.5 37.1)
2018-05-31,35,POINT(-98.4 37.1)
2018-05-31,23,POINT(-97.9 37.1)
2018-05-31,23,POINT(-97.6 37.1)
2018-05-31,25,POINT(-97.5 37.1)
2018-05-31,25,POINT(-96.8 37.1)
2018-05-31,23,POINT(-96.5 37.1)
2018-05-31,31,POINT(-92.7 37.1)
2018-05-31,65,POINT(-92.6 37.1)
2018-05-31,43,POINT(-92.5 37.1)
2018-05-31,48,POINT(-92.4 37.1)
2018-05-31,32,POINT(-91.8 37.1)
2018-05-31,85,POINT(-91.7 37.1)
2018-05-31,90,POINT(-91.6 37.1)
2018-05-31,92,POINT(-91.5 37.1)
2018-05-31,67,POINT(-91.4 37.1)
2018-05-31,72,POINT(-91.3 37.1)
2018-05-31,60,POINT(-91.2 37.1)
2018-05-31,69,POINT(-91.1 37.1)
2018-05-31,25,POINT(-90.9 37.1)
2018-05-31,83,POINT(-88.9 37.1)
2018-05-31,31,POINT(-88.8 37.1)
2018-05-31,29,POINT(-88.7 37.1)
2018-05-31,26,POINT(-88.6 37.1)
2018-05-31,55,POINT(-87.5 37.1)
2018-05-31,59,POINT(-87.4 37.1)
2018-05-31,105,POINT(-87.3 37.1)
2018-05-31,82,POINT(-87.2 37.1)
2018-05-31,41,POINT(-87.1 37.1)
2018-05-31,84,POINT(-86.9 37.1)
2018-05-31,58,POINT(-86.8 37.1)
2018-05-31,50,POINT(-86.7 37.1)
2018-05-31,28,POINT(-86.2 37.1)
2018-05-31,42,POINT(-86.1 37.1)
2018-05-31,44,POINT(-85.9 37.1)
2018-05-31,36,POINT(-85.5 37.1)
2018-05-31,60,POINT(-85.4 37.1)
2018-05-31,48,POINT(-85.3 37.1)
2018-05-31,39,POINT(-85.2 37.1)
2018-05-31,80,POINT(-85.1 37.1)
2018-05-31,32,POINT(-84.9 37.1)
2018-05-31,33,POINT(-84.8 37.1)
2018-05-31,38,POINT(-83.7 37.1)
2018-05-31,71,POINT(-83.6 37.1)
2018-05-31,26,POINT(-83.4 37.1)
2018-05-31,33,POINT(-101.3 37.1)
2018-05-31,28,POINT(-101.2 37.1)
2018-05-31,52,POINT(-99 37.2)
2018-05-31,31,POINT(-98 37.2)
2018-05-31,33,POINT(-97 37.2)
2018-05-31,58,POINT(-94.8 38.4)
2018-05-31,57,POINT(-94.7 38.4)
2018-05-31,35,POINT(-94.6 38.4)
2018-05-31,54,POINT(-94.5 38.4)
2018-05-31,77,POINT(-94.4 38.4)
2018-05-31,93,POINT(-94.3 38.4)
2018-05-31,36,POINT(-94.2 38.4)
2018-05-31,23,POINT(-93.8 38.4)
2018-05-31,63,POINT(-93.7 38.4)
2018-05-31,33,POINT(-93.2 38.4)
2018-05-31,35,POINT(-93.1 38.4)
2018-05-31,54,POINT(-92.9 38.4)
2018-05-31,66,POINT(-92.8 38.4)
2018-05-31,33,POINT(-91.9 38.4)
2018-05-31,57,POINT(-91.8 38.4)
2018-05-31,25,POINT(-91.7 38.4)
2018-05-31,58,POINT(-89.2 38.4)
2018-05-31,60,POINT(-89.1 38.4)
2018-05-31,51,POINT(-85.7 38.4)
2018-05-31,39,POINT(-85.6 38.4)
2018-05-31,48,POINT(-85.5 38.4)
2018-05-31,66,POINT(-94 38.5)
2018-05-31,55,POINT(-93 38.5)
2018-05-31,28,POINT(-89 38.5)
2018-05-31,31,POINT(-79 38.5)
2018-05-31,47,POINT(-94.8 38.5)
2018-05-31,99,POINT(-94.7 38.5)
2018-05-31,101,POINT(-94.6 38.5)
2018-05-31,75,POINT(-94.5 38.5)
2018-05-31,155,POINT(-94.4 38.5)
2018-05-31,170,POINT(-94.3 38.5)
2018-05-31,114,POINT(-94.2 38.5)
2018-05-31,33,POINT(-94.1 38.5)
2018-05-31,91,POINT(-93.9 38.5)
2018-05-31,80,POINT(-93.8 38.5)
2018-05-31,85,POINT(-93.7 38.5)
2018-05-31,34,POINT(-93.6 38.5)
2018-05-31,98,POINT(-92.9 38.5)
2018-05-31,81,POINT(-92.8 38.5)
2018-06-01,39,POINT(-102.4 46)
2018-06-01,31,POINT(-100 46)
2018-06-01,132,POINT(-101 46)
2018-06-01,26,POINT(-99.8 46)
2018-06-01,29,POINT(-109.2 46)
2018-06-01,65,POINT(-109.1 46)
2018-06-01,26,POINT(-108.5 46)
2018-06-01,29,POINT(-108.4 46)
2018-06-01,25,POINT(-108.1 46)
2018-06-01,64,POINT(-107.2 46)
2018-06-01,28,POINT(-102.1 47)
2018-06-01,142,POINT(-101.9 47)
2018-06-01,64,POINT(-101.8 47)
2018-06-01,50,POINT(-101.7 47)
2018-06-01,54,POINT(-101.6 47)
2018-06-01,28,POINT(-101.5 47)
2018-06-01,32,POINT(-101.4 47)
2018-06-01,25,POINT(-101.2 47)
2018-06-01,37,POINT(-100.4 47)
2018-06-01,56,POINT(-100.3 47)
2018-06-01,58,POINT(-100.2 47)
2018-06-01,25,POINT(-100.1 47)
2018-06-01,66,POINT(-103 48)
2018-06-01,52,POINT(-101.3 46)
2018-06-01,44,POINT(-101.2 46)
2018-06-01,68,POINT(-101.1 46)
2018-06-01,133,POINT(-100.9 46)
2018-06-01,82,POINT(-100.8 46)
2018-06-01,57,POINT(-100.7 46)
2018-06-01,73,POINT(-100.5 46)
2018-06-01,59,POINT(-100.4 46)
2018-06-01,49,POINT(-100.3 46)
2018-06-01,56,POINT(-100.2 46)
2018-06-01,64,POINT(-100.1 46)
2018-06-01,83,POINT(-102 47)
2018-06-01,23,POINT(-90.3 35.6)
2018-06-01,31,POINT(-90.2 35.6)
2018-06-01,25,POINT(-89.9 35.6)
2018-06-01,23,POINT(-89.1 35.6)
2018-06-01,70,POINT(-88.9 35.6)
2018-06-01,62,POINT(-88.8 35.6)
2018-06-01,47,POINT(-88.7 35.6)
2018-06-01,69,POINT(-92.9 35.7)
2018-06-01,31,POINT(-92.8 35.7)
2018-06-01,51,POINT(-92.4 35.7)
2018-06-01,49,POINT(-92.3 35.7)
2018-06-01,131,POINT(-92.2 35.7)
2018-06-01,124,POINT(-92.1 35.7)
2018-06-01,82,POINT(-91.9 35.7)
2018-06-01,78,POINT(-91.8 35.7)
2018-06-01,31,POINT(-90.7 35.7)
2018-06-01,46,POINT(-90.6 35.7)
2018-06-01,29,POINT(-90.5 35.7)
2018-06-01,29,POINT(-90.1 35.7)
2018-06-01,46,POINT(-92.3 35.6)
2018-06-01,53,POINT(-92.2 35.6)
2018-06-01,97,POINT(-92.1 35.6)
2018-06-01,113,POINT(-91.9 35.6)
